time,"Fuel economizer (based on fuel system status and throttle position) ()","Power from MAF (hp)","Давление во впускном коллекторе (абсолютное) (kPa)","Датчик кислорода 1 Блок 1 Краткосрочная коррекция (%)","Датчик кислорода 1 Блок 1 Напряжение (V)","Датчик кислорода 2 Блок 1 Краткосрочная коррекция (%)","Датчик кислорода 2 Блок 1 Напряжение (V)","Дистанция, пройденная с зажженной лампой «проверь двигатель» (km)","Долговременная коррекция - Блок 1 (%)","Использовано топлива (L)","Использовано топлива (общий) (L)","Кратковременная коррекция - Блок 1 (%)","Массовый расход воздуха (g/sec)","Мгновенный расход топлива (л/100 км) (L/100km)","Мгновенный расход топлива (л/ч) (L/h)","Моментальная мощность двигателя (от расхода топлива) (hp)","Напряжение (ELM327) (V)","Обороты двигателя (rpm)","Положение дроссельной заслонки (%)","Пройденный путь (km)","Пройденный путь (общий) (km)","Расчетное значение нагрузки на двигатель (%)","Расчетный наддув (bar)","Скорость автомобиля (km/h)","Средний расход топлива (л/100 км) (L/100km)","Средний расход топлива (л/100 км) (общий) (L/100km)","Средний расход топлива (л/100 км) 10 sec (L/100km)","Средняя скорость (km/h)","Стоимость топлива (₽)","Стоимость топлива (общий) (₽)","Температура всасываемого воздуха (℃)","Температура охлаждающей жидкости (℃)","Угол опережения зажигания (°)","Ускорение (g)",
20:49:36.383,,,,,,,,,,,,,,7.5482247693598,,,,,,2.63565616383333,2.63565616383333,,,38,,,,12.9236849437572,,,,,,0.0203971746423318,
20:49:36.420,,,,,,,,,,,,,,,,,,1750,,,,,,,,,,,,,,,,,
20:49:36.534,1,,,,,,,,,,,,,,,,,,8.62745098039216,,,,,,,,,,,,,,,,
20:49:36.645,,10.26,,,,,,,,0.379301603750164,0.379301603750163,,8.55,,2.86832541235672,11.2214566604481,,,,,,,,,14.3911641038375,14.3911641038375,14.5297740643919,,18.0168261781328,16.18,,,,,
20:49:36.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:36.763,,,,,,,,,,,,,,7.5482247693598,,,,,,2.639671513,2.639671513,,,38,,,,12.9366709889197,,,,,,0.0195626600239845,
20:49:36.821,,,,,,,,,,,,,,,,,,1750,,,,,,,,,,,,,,,,,
20:49:36.944,1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:49:37.013,,7.428,,,,,,,,0.379514393061412,0.379514393061411,,6.19,,2.07660050321498,8.12407213195017,,,,,,,,,14.3773341187477,14.3773341187476,14.52342239999,,18.0269336704171,16.18,,,,,
20:49:37.119,,,,,,,,,,,,,,5.46473816635522,,,,,,2.64342505272222,2.64342505272222,,,38,,,,12.9487964107563,,,,,,0.0182015908422605,
20:49:37.178,,,,,,,,,,,,,,,,,,1773,,,,,,,,,,,,,,,,,
20:49:37.332,1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:49:37.368,,7.428,,,,,,,,0.379718546310317,0.379718546310316,,6.19,,2.07660050321498,8.12407213195017,,,,,,,,,14.3646420358799,14.3646420358799,14.509879200332,,18.03663094974,16.18,,,,,
20:49:37.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:37.541,,,,,,,,,,,,,,5.46473816635522,,,,,,2.64788352516667,2.64788352516667,,,38,,,,12.9631881217034,,,,,,0,
20:49:37.684,,,,,,,,,,,,,,,,,,1773,,,,,,,,,,,,,,,,,
20:49:37.797,1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:49:37.854,,7.428,,,,,,,,0.37999866506663,0.379998665066629,,6.19,,2.07660050321498,8.12407213195017,,,,,,,,,14.3510340033824,14.3510340033824,14.4965628729475,,18.0499365906649,16.18,,,,,
20:49:37.924,,,,,,,,,,,,,,5.61243379247293,,,,,,2.65181905688889,2.65181905688889,,,37,,,,12.9756976143437,,,,,,-0.0183787723723513,
20:49:38.037,,,,,,,,,,,,,,,,,,1741,,,,,,,,,,,,,,,,,
20:49:38.215,1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:49:38.294,,6.264,,,,,,,,0.380213033699004,0.380213033699003,,5.22,,1.75118814649147,6.85099459269465,,,,,,,,,14.3378196453973,14.3378196453972,14.4828756335181,,18.0601191007027,16.18,,,,,
20:49:38.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:38.405,,,,,,,,,,,,,,4.73294093646344,,,,,,2.65676151380556,2.65676151380556,,,37,,,,12.9913915892718,,,,,,-0.0172505714281961,
20:49:38.463,,,,,,,,,,,,,,,,,,1741,,,,,,,,,,,,,,,,,
20:49:38.587,1,,,,,,,,,,,,,,,,,,6.27450980392157,,,,,,,,,,,,,,,,
20:49:38.644,,6.264,,,,,,,,0.380383268012115,0.380383268012114,,5.22,,1.75118814649147,6.85099459269465,,,,,,,,,14.3175541363234,14.3175541363234,14.4689687398984,,18.0682052305755,16.18,,,,,
20:49:38.760,,,,,,,,,,,,,,4.73294093646344,,,,,,2.66041132227778,2.66041132227778,,,37,,,,13.0029659146682,,,,,,-0.0172565555198673,
20:49:38.829,,,,,,,,,,,,,,,,,,1741,,,,,,,,,,,,,,,,,
20:49:38.968,1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:49:39.005,,7.26,,,,,,,,0.38058657941506,0.380586579415059,,6.05,,2.02963377131675,7.94032898195453,,,,,,,,,14.3055540407643,14.3055540407643,14.4551149272877,,18.0778625222153,16.18,,,,,
20:49:39.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:39.125,,,,,,,,,,,,,,5.48549667923445,,,,,,2.66415660411111,2.66415660411111,,,37,,,,13.0148327490725,,,,,,-0.0178876323185369,
20:49:39.194,,,,,,,,,,,,,,,,,,1716,,,,,,,,,,,,,,,,,
20:49:39.578,1,,,,,,,,,,,,,,,,,,7.45098039215686,,,,,,,,,,,,,,,,
20:49:39.668,,7.26,,,,,,,,0.380960313189638,0.380960313189637,,6.05,,2.02963377131675,7.94032898195453,,,,,,,,,14.2994714575626,14.2994714575626,14.4413513249827,,18.0956148765078,16.18,,,,,
20:49:39.784,,,,,,,,,,,,,,5.48549667923445,,,,,,2.67092888472222,2.67092888472222,,,37,,,,13.0362571221739,,,,,,0,
20:49:39.897,,,,,,,,,,,,,,,,,,1722,,,,,,,,,,,,,,,,,
20:49:40.021,1,,,,,,,,,,,,,,,,,,7.84313725490196,,,,,,,,,,,,,,,,
20:49:40.078,,8.844,,,,,,,,0.381241789704875,0.381241789704874,,7.37,,2.47246295778585,9.67276439619915,,,,,,,,,14.2737529211499,14.2737529211499,14.4272851726925,,18.1089850109815,16.18,,,,,
20:49:40.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:40.237,,,,,,,,,,,,,,6.68233231834015,,,,,,2.67558517644445,2.67558517644445,,,37,,,,13.0509684986828,,,,,,0,
20:49:40.274,,,,,,,,,,,,,,,,,,1722,,,,,,,,,,,,,,,,,
20:49:40.364,1,,,,,,,,,,,,,,,,,,7.84313725490196,,,,,,,,,,,,,,,,
20:49:40.411,,8.844,,,,,,,,0.381470538612432,0.381470538612431,,7.37,,2.47246295778585,9.67276439619915,,,,,,,,,14.2574619552708,14.2574619552708,14.4204922439957,,18.1198505840905,16.18,,,,,
20:49:40.485,,,,,,,,,,,,,,6.68233231834015,,,,,,2.67814232969445,2.67814232969445,,,37,,,,13.0590373084082,,,,,,0,
20:49:40.599,,,,,,,,,,,,,,,,,,1722,,,,,,,,,,,,,,,,,
20:49:40.713,1,,,,,,,,,,,,,,,,,,7.84313725490196,,,,,,,,,,,,,,,,
20:49:40.782,,8.844,,,,,,,,0.381725728588296,0.381725728588296,,7.37,,2.47246295778585,9.67276439619915,,,,,,,,,14.2533772143413,14.2533772143412,14.4069229318098,,18.1319721079441,16.18,,,,,
20:49:40.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:41.024,,,,,,,,,,,,,,6.68233231834015,,,,,,2.68367835397222,2.68367835397222,,,37,,,,13.0764945709861,,,,,,0,
20:49:41.127,,,,,,,,,,,,,,,,,,1680,,,,,,,,,,,,,,,,,
20:49:41.326,1,,,,,,,,,,,,,,,,,,5.88235294117647,,,,,,,,,,,,,,,,
20:49:41.394,,6.24,,,,,,,,0.382022384057498,0.382022384057497,,5.2,,1.74447861336315,6.8247455712667,,,,,,,,,14.2350287057333,14.2350287057333,14.3930990695966,,18.1460632427311,16.18,,,,,
20:49:41.482,,,,,,,,,,,,,,4.71480706314366,,,,,,2.68837966133333,2.68837966133333,,,37,,,,13.09129545034,,,,,,0,
20:49:41.519,,,,,,,,,,,,,,,,,,1680,,,,,,,,,,,,,,,,,
20:49:41.635,1,,,,,,,,,,,,,,,,,,5.88235294117647,,,,,,,,,,,,,,,,
20:49:41.746,,6.24,,,,,,,,0.382192767186749,0.382192767186749,,5.2,,1.74447861336315,6.8247455712667,,,,,,,,,14.2164729440483,14.2164729440482,14.3795981772206,,18.1541564413706,16.18,,,,,
20:49:41.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:41.907,,,,,,,,,,,,,,4.84577392600876,,,,,,2.69263699333333,2.69263699333333,,,36,,,,13.1044795285004,,,,,,-0.0169553217826467,
20:49:41.966,,,,,,,,,,,,,,,,,,1677,,,,,,,,,,,,,,,,,
20:49:42.110,1,,,,,,,,,,,,,,,,,,5.88235294117647,,,,,,,,,,,,,,,,
20:49:42.220,,5.916,,,,,,,,0.38241063344721,0.382410633447209,,4.93,,1.65389991613084,6.47038378198939,,,,,,,,,14.2020864451471,14.2020864451471,14.3659680544874,,18.1645050887425,16.18,,,,,
20:49:42.300,,,,,,,,,,,,,,4.59416643369677,,,,,,2.69657217533333,2.69657217533333,,,36,,,,13.1166426933246,,,,,,-0.015606441156855,
20:49:42.339,,,,,,,,,,,,,,,,,,1677,,,,,,,,,,,,,,,,,
20:49:42.484,1,,,,,,,,,,,,,,,,,,5.88235294117647,,,,,,,,,,,,,,,,
20:49:42.542,,5.916,,,,,,,,0.382558671134378,0.382558671134377,,4.93,,1.65389991613084,6.47038378198939,,,,,,,,,14.1868507964964,14.1868507964964,14.352717807524,,18.1715368788829,16.18,,,,,
20:49:42.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:42.769,,,,,,,,,,,,,,4.59416643369677,,,,,,2.70125794033333,2.70125794033333,,,36,,,,13.1311316863566,,,,,,-0.0162315368046884,
20:49:42.808,,,,,,,,,,,,,,,,,,1677,,,,,,,,,,,,,,,,,
20:49:42.901,1,,,,,,,,,,,,,,,,,,7.05882352941176,,,,,,,,,,,,,,,,
20:49:42.958,,6.972,,,,,,,,0.382783415697326,0.382783415697325,,5.81,,1.94911937377691,7.62534072481914,,,,,,,,,14.1705614255442,14.1705614255442,14.3395335815806,,18.182212245623,16.18,,,,,
20:49:43.072,,,,,,,,,,,,,,5.41422048271363,,,,,,2.70428093333333,2.70428093333333,,,36,,,,13.1404641725594,,,,,,-0.0178131902803333,
20:49:43.131,,,,,,,,,,,,,,,,,,1658,,,,,,,,,,,,,,,,,
20:49:43.266,1,,,,,,,,,,,,,,,,,,7.05882352941176,,,,,,,,,,,,,,,,
20:49:43.302,,6.972,,,,,,,,0.382970284539466,0.382970284539465,,5.81,,1.94911937377691,7.62534072481914,,,,,,,,,14.1616309096781,14.1616309096781,14.3265772498189,,18.1910885156246,16.18,,,,,
20:49:43.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:43.474,,,,,,,,,,,,,,5.41422048271363,,,,,,2.70830380633333,2.70830380633333,,,36,,,,13.1528692212276,,,,,,0,
20:49:43.543,,,,,,,,,,,,,,,,,,1658,,,,,,,,,,,,,,,,,
20:49:43.775,1,,,,,,,,,,,,,,,,,,7.05882352941176,,,,,,,,,,,,,,,,
20:49:43.886,,7.764,,,,,,,,0.383322307827789,0.383322307827789,,6.47,,2.17053396701146,8.49155843194145,,,,,,,,,14.1535933646512,14.1535933646511,14.3139224445776,,18.20780962182,16.18,,,,,
20:49:44.006,,,,,,,,,,,,,,6.02926101947628,,,,,,2.71362332833333,2.71362332833333,,,36,,,,13.1692517921636,,,,,,0,
20:49:44.076,,,,,,,,,,,,,,,,,,1673,,,,,,,,,,,,,,,,,
20:49:44.180,1,,,,,,,,,,,,,,,,,,7.05882352941176,,,,,,,,,,,,,,,,
20:49:44.238,,7.764,,,,,,,,0.383534037929644,0.383534037929643,,6.47,,2.17053396701146,8.49155843194145,,,,,,,,,14.1336505300905,14.1336505300905,14.3011155423885,,18.2178668016581,16.18,,,,,
20:49:44.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:44.359,,,,,,,,,,,,,,6.02926101947628,,,,,,2.71715296233333,2.71715296233333,,,36,,,,13.1801080377549,,,,,,0,
20:49:44.423,,,,,,,,,,,,,,,,,,1673,,,,,,,,,,,,,,,,,
20:49:44.538,1,,,,,,,,,,,,,,,,,,7.05882352941176,,,,,,,,,,,,,,,,
20:49:44.606,,7.764,,,,,,,,0.383756390202685,0.383756390202684,,6.47,,2.17053396701146,8.49155843194145,,,,,,,,,14.1234739273985,14.1234739273985,14.2883547493896,,18.2284285346275,16.18,,,,,
20:49:44.712,,,,,,,,,,,,,,6.02926101947628,,,,,,2.72068905733333,2.72068905733333,,,36,,,,13.1909738632289,,,,,,0,
20:49:44.771,,,,,,,,,,,,,,,,,,1673,,,,,,,,,,,,,,,,,
20:49:44.894,1,,,,,,,,,,,,,,,,,,4.70588235294118,,,,,,,,,,,,,,,,
20:49:45.017,,3.78,,,,,,,,0.383876881885659,0.383876881885658,,3.15,,1.05675146771037,4.13422087490194,,,,,,,,,14.1095462875832,14.1095462875832,14.27527077899,,18.2341518895688,16.18,,,,,
20:49:45.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:45.179,,,,,,,,,,,,,,2.93542074363992,,,,,,2.72535816133333,2.72535816133333,,,36,,,,13.2053104195605,,,,,,0,
20:49:45.250,,,,,,,,,,,,,,,,,,1149,,,,,,,,,,,,,,,,,
20:49:45.352,-1,,,,,,,,,,,,,,,,,,4.70588235294118,,,,,,,,,,,,,,,,
20:49:45.388,,3.78,,,,,,,,0.383985870506011,0.383985870506011,,3.15,,1.05675146771037,4.13422087490194,,,,,,,,,14.089372764061,14.0893727640609,14.2618049773608,,18.2393288490355,16.18,,,,,
20:49:45.451,,,,,,,,,,,,,,2.93542074363992,,,,,,2.72807330933333,2.72807330933333,,,36,,,,13.2136328340357,,,,,,0,
20:49:45.523,,,,,,,,,,,,,,,,,,1149,,,,,,,,,,,,,,,,,
20:49:45.699,-1,,,,,,,,,,,,,,,,,,4.70588235294118,,,,,,,,,,,,,,,,
20:49:45.756,,3.78,,,,,,,,0.384094083177244,0.384094083177243,,3.15,,1.05675146771037,4.13422087490194,,,,,,,,,14.0793167787381,14.0793167787381,14.2482863740217,,18.2444689509191,16.18,,,,,
20:49:45.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:45.943,,,,,,,,,,,,,,3.20227717487992,,,,,,2.73258949958333,2.73258949958333,,,33,,,,13.2267407214307,,,,,,-0.0536310235921593,
20:49:46.057,,,,,,,,,,,,,,,,,,1003,,,,,,,,,,,,,,,,,
20:49:46.182,1,,,,,,,,,,,,,,,,,,4.70588235294118,,,,,,,,,,,,,,,,
20:49:46.230,,3.828,,,,,,,,0.384234916430436,0.384234916430435,,3.19,,1.07017053396701,4.18671891775784,,,,,,,,,14.0612015265749,14.0612015265748,14.2341199498352,,18.2511585304457,16.18,,,,,
20:49:46.309,,,,,,,,,,,,,,3.24294101202125,,,,,,2.73594132975,2.73594132975,,,33,,,,13.2364579014327,,,,,,-0.0532247857773194,
20:49:46.351,,,,,,,,,,,,,,,,,,1003,,,,,,,,,,,,,,,,,
20:49:46.476,1,,,,,,,,,,,,,,,,,,4.70588235294118,,,,,,,,,,,,,,,,
20:49:46.533,,3.828,,,,,,,,0.384324953950052,0.384324953950051,,3.19,,1.07017053396701,4.18671891775784,,,,,,,,,14.0472659179855,14.0472659179855,14.2199687182555,,18.2554353126275,16.18,,,,,
20:49:46.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:46.654,,,,,,,,,,,,,,3.24294101202125,,,,,,2.7391069565,2.7391069565,,,33,,,,13.2456267898946,,,,,,-0.0576064652451902,
20:49:46.693,,,,,,,,,,,,,,,,,,1003,,,,,,,,,,,,,,,,,
20:49:46.796,1,,,,,,,,,,,,,,,,,,4.70588235294118,,,,,,,,,,,,,,,,
20:49:46.863,,3.828,,,,,,,,0.384422984692294,0.384422984692293,,3.19,,1.07017053396701,4.18671891775784,,,,,,,,,14.0346102141081,14.0346102141081,14.2057065626663,,18.260091772884,16.18,,,,,
20:49:46.970,,,,,,,,,,,,,,3.45216301279681,,,,,,2.74182043213889,2.74182043213889,,,31,,,,13.253132835861,,,,,,-0.0932476180854839,
20:49:47.030,,,,,,,,,,,,,,,,,,982,,,,,,,,,,,,,,,,,
20:49:47.208,1,,,,,,,,,,,,,,,,,,5.09803921568627,,,,,,,,,,,,,,,,
20:49:47.298,,4.308,,,,,,,,0.384568431446371,0.38456843144637,,3.59,,1.20436119653341,4.71169934631682,,,,,,,,,14.0260254442108,14.0260254442108,14.1916542156848,,18.2670004937026,16.18,,,,,
20:49:47.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:47.435,,,,,,,,,,,,,,3.8850361178497,,,,,,2.74583717963889,2.74583717963889,,,31,,,,13.2642366022126,,,,,,-0.0379733714180392,
20:49:47.551,,,,,,,,,,,,,,,,,,982,,,,,,,,,,,,,,,,,
20:49:47.675,1,,,,,,,,,,,,,,,,,,5.09803921568627,,,,,,,,,,,,,,,,
20:49:47.754,,4.308,,,,,,,,0.384721176662754,0.384721176662753,,3.59,,1.20436119653341,4.71169934631682,,,,,,,,,14.0110702672235,14.0110702672235,14.1775113449386,,18.2742558914808,16.18,,,,,
20:49:47.863,,,,,,,,,,,,,,3.8850361178497,,,,,,2.74952042397222,2.74952042397222,,,31,,,,13.274400726017,,,,,,-0.0364561039263636,
20:49:47.908,,,,,,,,,,,,,,,,,,956,,,,,,,,,,,,,,,,,
20:49:48.005,1,,,,,,,,,,,,,,,,,,4.70588235294118,,,,,,,,,,,,,,,,
20:49:48.116,,4.308,,,,,,,,0.384842543753612,0.384842543753611,,3.59,,1.20436119653341,4.71169934631682,,,,,,,,,13.9967152234363,13.9967152234363,14.1633385937407,,18.2800208282966,16.18,,,,,
20:49:48.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:48.280,,,,,,,,,,,,,,4.15296964321865,,,,,,2.75287724647222,2.75287724647222,,,29,,,,13.2831942678247,,,,,,-0.069721023386196,
20:49:48.331,,,,,,,,,,,,,,,,,,956,,,,,,,,,,,,,,,,,
20:49:48.443,1,,,,,,,,,,,,,,,,,,4.70588235294118,,,,,,,,,,,,,,,,
20:49:48.554,,4.308,,,,,,,,0.384989170012208,0.384989170012208,,3.59,,1.20436119653341,4.71169934631682,,,,,,,,,13.9849741032066,13.9849741032066,14.1492247720531,,18.2869855755799,16.18,,,,,
20:49:48.675,,,,,,,,,,,,,,4.15296964321865,,,,,,2.75606006011111,2.75606006011111,,,29,,,,13.2915056563232,,,,,,-0.0332248849205618,
20:49:48.783,,,,,,,,,,,,,,,,,,956,,,,,,,,,,,,,,,,,
20:49:48.978,1,,,,,,,,,,,,,,,,,,4.70588235294118,,,,,,,,,,,,,,,,
20:49:49.081,,4.284,,,,,,,,0.385164384121797,0.385164384121797,,3.57,,1.19765166340509,4.68545032488887,,,,,,,,,13.9751810817312,13.9751810817312,14.1284455085821,,18.2953082457854,16.18,,,,,
20:49:49.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:49.235,,,,,,,,,,,,,,4.43574690150033,,,,,,2.76026056936111,2.76026056936111,,,27,,,,13.3017897519096,,,,,,-0.0629655487460313,
20:49:49.309,,,,,,,,,,,,,,,,,,923,,,,,,,,,,,,,,,,,
20:49:49.474,1,,,,,,,,,,,,,,,,,,4.70588235294118,,,,,,,,,,,,,,,,
20:49:49.532,,4.284,,,,,,,,0.385314251065046,0.385314251065045,,3.57,,1.19765166340509,4.68545032488887,,,,,,,,,13.9593433801879,13.9593433801878,14.1216814234464,,18.3024269255897,16.18,,,,,
20:49:49.639,,,,,,,,,,,,,,4.43574690150033,,,,,,2.76329513086111,2.76329513086111,,,27,,,,13.3091984002719,,,,,,-0.0637730637229639,
20:49:49.705,,,,,,,,,,,,,,,,,,923,,,,,,,,,,,,,,,,,
20:49:49.876,1,,,,,,,,,,,,,,,,,,4.70588235294118,,,,,,,,,,,,,,,,
20:49:49.992,,3.912,,,,,,,,0.385454310246669,0.385454310246669,,3.26,,1.09365389991613,4.27859049275566,,,,,,,,,13.9490822367046,13.9490822367045,14.1076658546121,,18.3090797367168,16.18,,,,,
20:49:50.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:50.172,,,,,,,,,,,,,,4.37461559966452,,,,,,2.76699440169445,2.76699440169445,,,25,,,,13.3175259486466,,,,,,-0.0598613676313926,
20:49:50.292,,,,,,,,,,,,,,,,,,881,,,,,,,,,,,,,,,,,
20:49:50.365,1,,,,,,,,,,,,,,,,,,4.31372549019608,,,,,,,,,,,,,,,,
20:49:50.412,,3.912,,,,,,,,0.385581554113411,0.38558155411341,,3.26,,1.09365389991613,4.27859049275566,,,,,,,,,13.9350319565984,13.9350319565984,14.087310976895,,18.315123820387,16.18,,,,,
20:49:50.478,,,,,,,,,,,,,,4.37461559966452,,,,,,2.76911981836111,2.76911981836111,,,25,,,,13.3223043004061,,,,,,-0.0628174303023095,
20:49:50.521,,,,,,,,,,,,,,,,,,881,,,,,,,,,,,,,,,,,
20:49:50.656,1,,,,,,,,,,,,,,,,,,4.31372549019608,,,,,,,,,,,,,,,,
20:49:50.726,,3.912,,,,,,,,0.385677014180133,0.385677014180132,,3.26,,1.09365389991613,4.27859049275566,,,,,,,,,13.9277835369505,13.9277835369505,14.0809298792972,,18.3196581735563,16.18,,,,,
20:49:50.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:50.957,,,,,,,,,,,,,,5.20787571388634,,,,,,2.77191139619445,2.77191139619445,,,21,,,,13.3272161509466,,,,,,-0.0986654925860915,
20:49:51.075,,,,,,,,,,,,,,,,,,881,,,,,,,,,,,,,,,,,
20:49:51.281,1,,,,,,,,,,,,,,,,,,4.31372549019608,,,,,,,,,,,,,,,,
20:49:51.351,,3.936,,,,,,,,0.385867970302769,0.385867970302768,,3.28,,1.10036343304445,4.30483951418361,,,,,,,,,13.920645906378,13.920645906378,14.0676206269787,,18.3287285893815,16.18,,,,,
20:49:51.463,,,,,,,,,,,,,,5.23982587164024,,,,,,2.77486437711111,2.77486437711111,,,21,,,,13.3323983723542,,,,,,-0.0931829093380007,
20:49:51.570,,,,,,,,,,,,,,,,,,881,,,,,,,,,,,,,,,,,
20:49:51.698,1,,,,,,,,,,,,,,,,,,4.31372549019608,,,,,,,,,,,,,,,,
20:49:51.756,,3.936,,,,,,,,0.385991934037742,0.385991934037741,,3.28,,1.10036343304445,4.30483951418361,,,,,,,,,13.9102990842239,13.9102990842239,14.0478880462045,,18.3346168667927,16.18,,,,,
20:49:51.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:51.974,,,,,,,,,,,,,,5.79138648970764,,,,,,2.77755944583333,2.77755944583333,,,19,,,,13.3362567723549,,,,,,-0.0943290164667638,
20:49:52.038,,,,,,,,,,,,,,,,,,891,,,,,,,,,,,,,,,,,
20:49:52.163,1,,,,,,,,,,,,,,,,,,5.09803921568627,,,,,,,,,,,,,,,,
20:49:52.233,,4.26,,,,,,,,0.386149754546082,0.386149754546081,,3.55,,1.19094213027677,4.65920130346092,,,,,,,,,13.9024838919416,13.9024838919416,14.0354046064876,,18.3421133409389,16.18,,,,,
20:49:52.318,,,,,,,,,,,,,,6.26811647514089,,,,,,2.77937748141667,2.77937748141667,,,19,,,,13.3388528876286,,,,,,-0.0923817607890141,
20:49:52.361,,,,,,,,,,,,,,,,,,891,,,,,,,,,,,,,,,,,
20:49:52.475,1,,,,,,,,,,,,,,,,,,5.09803921568627,,,,,,,,,,,,,,,,
20:49:52.587,,4.26,,,,,,,,0.386266876426615,0.386266876426614,,3.55,,1.19094213027677,4.65920130346092,,,,,,,,,13.8976040141814,13.8976040141813,14.0233526572245,,18.3476766302642,16.18,,,,,
20:49:52.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:52.811,,,,,,,,,,,,,,6.26811647514089,,,,,,2.78197631988889,2.78197631988889,,,19,,,,13.3425684692691,,,,,,-0.030565788141826,
20:49:52.941,,,,,,,,,,,,,,,,,,849,,,,,,,,,,,,,,,,,
20:49:53.058,1,,,,,,,,,,,,,,,,,,4.31372549019608,,,,,,,,,,,,,,,,
20:49:53.095,,4.308,,,,,,,,0.386436570183208,0.386436570183208,,3.59,,1.20436119653341,4.71169934631682,,,,,,,,,13.8907210467788,13.8907210467788,14.0116926414426,,18.3557370837024,16.18,,,,,
20:49:53.219,,,,,,,,,,,,,,7.08447762666711,,,,,,2.783903438,2.783903438,,,17,,,,13.3445626581687,,,,,,-0.0645395396040001,
20:49:53.302,,,,,,,,,,,,,,,,,,849,,,,,,,,,,,,,,,,,
20:49:53.394,1,,,,,,,,,,,,,,,,,,4.31372549019608,,,,,,,,,,,,,,,,
20:49:53.462,,4.308,,,,,,,,0.386559478488399,0.386559478488398,,3.59,,1.20436119653341,4.71169934631682,,,,,,,,,13.8855203528938,13.8855203528937,14.0001880349099,,18.361575228199,16.18,,,,,
20:49:53.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:53.637,,,,,,,,,,,,,,7.08447762666711,,,,,,2.78588147677778,2.78588147677778,,,17,,,,13.3465700600305,,,,,,-0.0340684160621374,
20:49:53.748,,,,,,,,,,,,,,,,,,849,,,,,,,,,,,,,,,,,
20:49:53.882,1,,,,,,,,,,,,,,,,,,4.31372549019608,,,,,,,,,,,,,,,,
20:49:53.994,,10.512,,,,,,,,0.386994762080236,0.386994762080235,,8.76,,2.93877551020408,11.4970713854416,,,,,,,,,13.8912859468754,13.8912859468753,13.9892585591693,,18.3822511988112,16.18,,,,,
20:49:54.118,,,,,,,,,,,,,,18.3673469387755,,,,,,2.788017871,2.788017871,,,16,,,,13.3482588162598,,,,,,-0.0471974654914082,
20:49:54.228,,,,,,,,,,,,,,,,,,1607,,,,,,,,,,,,,,,,,
20:49:54.366,1,,,,,,,,,,,,,,,,,,8.23529411764706,,,,,,,,,,,,,,,,
20:49:54.412,,10.512,,,,,,,,0.387334152774113,0.387334152774112,,8.76,,2.93877551020408,11.4970713854416,,,,,,,,,13.8928145620238,13.8928145620237,13.9792237271665,,18.3983722567704,16.18,,,,,
20:49:54.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
20:49:54.539,,,,,,,,,,,,,,18.3673469387755,,,,,,2.78988243366667,2.78988243366667,,,16,,,,13.3497883078566,,,,,,-0.0491640372486478,
20:49:54.597,,,,,,,,,,,,,,,,,,1607,,,,,,,,,,,,,,,,,
20:49:54.766,1,,,,,,,,,,,,,,,,,,8.23529411764706,,,,,,,,,,,,,,,,
